scenario_id,ego_v,hit_point,collision,eb_intervention,dv_collision,v_mean,a_mean,a_jerk,a_min
1.0,13.88888888888889,0.0,1.0,0.0,12.08888888888889,13.583006535947712,-1.5714285714285714,16.0,-4.0
1.0,13.88888888888889,10.0,1.0,0.0,11.288888888888888,13.300653594771243,-2.142857142857143,22.0,-4.0
1.0,13.88888888888889,20.0,1.0,0.0,10.288888888888888,13.065359477124183,-2.375,12.0,-4.0
1.0,13.88888888888889,30.0,1.0,0.0,11.288888888888888,13.065359477124181,-2.8,12.0,-4.0
1.0,13.88888888888889,40.0,1.0,0.0,11.688888888888886,13.171241830065357,-2.8,23.0,-4.0
1.0,13.88888888888889,50.0,1.0,0.0,12.288888888888888,13.183006535947712,-2.2,12.0,-4.0
1.0,13.88888888888889,800.0,0.0,0.0,0.0,13.688888888888888,-1.0,12.0,-1.0
2.0,13.88888888888889,0.0,1.0,0.0,11.08888888888889,13.1359477124183,-1.75,12.0,-4.0
2.0,13.88888888888889,10.0,1.0,0.0,11.288888888888886,13.359477124183007,-2.6666666666666665,11.0,-4.0
2.0,13.88888888888889,20.0,1.0,0.0,12.088888888888887,13.30065359477124,-2.1666666666666665,22.0,-4.0
2.0,13.88888888888889,30.0,1.0,0.0,12.688888888888886,13.430065359477126,-2.2,22.0,-4.0
2.0,13.88888888888889,40.0,1.0,0.0,12.088888888888889,13.37124183006536,-1.8333333333333333,13.0,-4.0
2.0,13.88888888888889,50.0,1.0,0.0,11.488888888888889,13.112418300653593,-1.8571428571428572,12.0,-4.0
3.0,13.88888888888889,0.0,1.0,0.0,11.088888888888889,13.065359477124181,-1.875,12.0,-4.0
3.0,13.88888888888889,10.0,1.0,0.0,10.688888888888888,12.633333333333335,-2.111111111111111,14.0,-4.0
3.0,13.88888888888889,20.0,1.0,0.0,10.288888888888888,12.611111111111112,-2.111111111111111,16.0,-4.0
3.0,13.88888888888889,30.0,1.0,0.0,11.488888888888889,13.194771241830063,-2.0,16.0,-4.0
3.0,13.88888888888889,40.0,0.0,0.0,0.0,12.755555555555555,-1.8888888888888888,24.0,-4.0
3.0,13.88888888888889,50.0,0.0,0.0,0.0,12.755555555555555,-1.8888888888888888,24.0,-4.0
4.0,13.88888888888889,0.0,1.0,0.0,13.08888888888889,13.776388888888889,-1.2,12.0,-2.0
4.0,13.88888888888889,10.0,1.0,0.0,12.088888888888889,13.726388888888888,-2.2,16.0,-4.0
4.0,13.88888888888889,20.0,1.0,0.0,13.68888888888889,13.751388888888888,-1.0,8.0,-1.0
4.0,13.88888888888889,30.0,1.0,0.0,11.88888888888889,13.441830065359476,-2.2,10.0,-4.0
4.0,13.88888888888889,40.0,1.0,0.0,12.488888888888889,13.726388888888888,-1.6666666666666667,14.0,-4.0
4.0,13.88888888888889,50.0,1.0,0.0,13.48888888888889,13.738888888888887,-1.1666666666666667,10.0,-2.0
9.0,13.88888888888889,-100.0,1.0,0.0,13.68888888888889,13.801388888888889,-1.0,9.0,-1.0
9.0,13.88888888888889,200.0,0.0,0.0,0.0,13.100653594771241,-1.8333333333333333,22.0,-4.0
