scenario_id,ego_v,hit_point,collision,eb_intervention,dv_collision,v_mean,a_mean,a_jerk,a_min
1.0,13.88888888888889,0.0,0.0,0.0,0.0,6.991919191919189,-3.1904761904761907,39.0,-4.0
1.0,13.88888888888889,10.0,0.0,0.0,0.0,6.74771241830065,-3.3333333333333335,37.0,-4.0
1.0,13.88888888888889,20.0,0.0,0.0,0.0,6.788888888888885,-3.3333333333333335,31.0,-4.0
1.0,13.88888888888889,30.0,0.0,0.0,0.0,6.753594771241827,-3.3333333333333335,31.0,-4.0
1.0,13.88888888888889,40.0,0.0,0.0,0.0,6.949494949494946,-3.3333333333333335,37.0,-4.0
1.0,13.88888888888889,50.0,0.0,0.0,0.0,6.794771241830062,-3.5,51.0,-4.0
1.0,13.88888888888889,800.0,0.0,0.0,0.0,7.950957854406128,-3.2,29.0,-4.0
2.0,13.88888888888889,0.0,0.0,0.0,0.0,7.151388888888882,-2.9545454545454546,47.0,-4.0
2.0,13.88888888888889,10.0,0.0,0.0,0.0,6.961616161616157,-3.238095238095238,53.0,-4.0
2.0,13.88888888888889,20.0,0.0,0.0,0.0,7.379211469534043,-3.0476190476190474,49.0,-4.0
2.0,13.88888888888889,30.0,0.0,0.0,0.0,7.895785440613023,-3.3333333333333335,43.0,-4.0
2.0,13.88888888888889,40.0,0.0,0.0,0.0,7.424372759856627,-3.0,43.0,-4.0
2.0,13.88888888888889,50.0,0.0,0.0,0.0,6.597460317460312,-3.0,45.0,-4.0
3.0,13.88888888888889,0.0,0.0,0.0,0.0,7.379211469534044,-3.2,49.0,-4.0
3.0,13.88888888888889,10.0,0.0,0.0,0.0,7.372759856630817,-3.0,39.0,-4.0
3.0,13.88888888888889,20.0,0.0,0.0,0.0,6.9555555555555495,-3.090909090909091,53.0,-4.0
3.0,13.88888888888889,30.0,0.0,0.0,0.0,7.405017921146947,-3.15,49.0,-4.0
3.0,13.88888888888889,40.0,0.0,0.0,0.0,8.46666666666666,-3.176470588235294,43.0,-4.0
3.0,13.88888888888889,50.0,0.0,0.0,0.0,8.23174603174603,-3.5,51.0,-4.0
4.0,13.88888888888889,0.0,0.0,0.0,0.0,7.916475095785436,-3.5555555555555554,37.0,-4.0
4.0,13.88888888888889,10.0,0.0,0.0,0.0,7.65555555555555,-3.473684210526316,35.0,-4.0
4.0,13.88888888888889,20.0,0.0,0.0,0.0,7.937164750957849,-3.3157894736842106,35.0,-4.0
4.0,13.88888888888889,30.0,0.0,0.0,0.0,8.181746031746027,-3.5294117647058822,35.0,-4.0
4.0,13.88888888888889,40.0,0.0,0.0,0.0,8.181746031746027,-3.5294117647058822,35.0,-4.0
4.0,13.88888888888889,50.0,0.0,0.0,0.0,8.181746031746027,-3.5294117647058822,35.0,-4.0
9.0,13.88888888888889,-100.0,1.0,0.0,12.088888888888883,12.822222222222216,-2.125,39.0,-4.0
9.0,13.88888888888889,200.0,0.0,0.0,0.0,12.311111111111106,-2.3333333333333335,97.0,-4.0
